Expired Flow,duration,tl_pkts, tl_bytes, pkts/s, bytes/s,avg , min, max, stddev,tot_fw_pk,tot_bw_pk,fw_pkt_l_avg, fw_pkt_l_min, fw_pkt_l_max, fw_pkt_l_std, bw_pkt_l_avg, bw_pkt_l_min, bw_pkt_l_max, bw_pkt_l_stddev, fw_pkt_s, bw_pkt_s, fl_iat_avg, fl_iat_std, fl_iat_min,fl_iat_max,fw_iat_tot, fw_iat_avg, fw_iat_std, fw_iat_min, fw_iat_max,bw_iat_tot, bw_iat_avg, bw_iat_std, bw_iat_min, bw_iat_max
192.168.1.2:33410→114.67.254.131:50602,120.019091,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004772.75,29983811.28, 20030.00, 59990064.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037613,22,3137,0.18,26.13,975.64,6,3137,1269.68,13,9,893.00, 6, 2957,  1198.35, 747.11, 6, 2951, 1178.86,96.71, 0.00 ,  5716076.81,8407117.52, 0.00, 19982908.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001226,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143032.29,26499435.58, 17085.00, 59043064.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.017808,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004452.00,29984509.00, 19729.00, 59989438.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.047497,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061617.47,8912201.54, 771.00, 19981977.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.000643,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17142949.00,26486645.34, 16677.00, 59022184.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037405,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061023.82,8902896.63, 0.00, 19981719.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.017968,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004492.00,29979867.42, 19727.00, 59989544.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001453,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143064.71,26474274.94, 16935.00, 59003076.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.046649,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061567.59,8894455.31, 0.00, 19982026.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.019821,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004955.25,29984655.75, 20296.00, 59990323.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.000928,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17142989.71,26461918.02, 16913.00, 58982958.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.038387,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061081.59,8886277.82, 596.00, 19982254.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001257,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143036.71,26449133.26, 16543.00, 58962545.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018712,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004678.00,29984511.00, 19940.00, 59989606.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.038985,22,3137,0.18,26.13,975.64,6,3137,1269.68,13,9,893.00, 6, 2957,  1198.35, 747.11, 6, 2951, 1178.86,96.71, 0.00 ,  5716142.14,8377900.21, 0.00, 19982452.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.000831,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000277.00,28270532.87, 19706.00, 59990841.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,178.920478,10,678,0.06,3.79,342.00,6,678,182.20,5,5,277.20, 6, 466,  170.28, 272.40, 6, 460, 168.38,7.75, 0.00 ,  19880053.11,27612604.54, 16880.00, 58933025.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.047926,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061642.71,8869980.39, 1222.00, 19982245.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.017489,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004372.25,29984887.25, 19057.00, 59989387.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,121.075016,10,472,0.08,3.90,239.00,6,472,175.93,5,5,194.80, 6, 466,  170.28, 190.00, 6, 460, 168.96,8.04, 0.00 ,  13452779.56,24300759.82, 17055.00, 58911799.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.038556,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061091.53,8862892.93, 0.00, 19982420.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.021253,9,466,0.07,3.88,304.67,6,466,151.48,4,5,230.00, 6, 454,  158.45, 272.40, 6, 460, 168.38,7.67, 0.00 ,  15002656.62,25339568.72, 16845.00, 58888261.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.039988,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061175.76,8855092.83, 586.00, 19981975.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.020002,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30005000.50,29984791.00, 19585.00, 59990090.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.040495,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061205.59,8848673.58, 846.00, 19982638.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.000796,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000265.33,28270639.17, 19544.00, 59990643.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.000700,9,672,0.07,5.60,373.33,212,672,151.48,5,4,313.60, 212, 460,  114.85, 333.00, 212, 454, 115.16,13.07, 0.00 ,  15000087.50,25317814.09, 16539.00, 58860489.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.039207,24,3149,0.20,26.23,1142.00,6,3149,1335.06,14,10,1041.71, 6, 2969,  1273.17, 968.10, 6, 2957, 1300.10,121.49, 0.00 ,  5219095.96,8135090.31, 0.00, 19982109.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018769,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004692.25,29986513.29, 16902.00, 59992825.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,121.150787,10,472,0.08,3.90,239.00,6,472,175.93,5,5,194.80, 6, 466,  170.28, 190.00, 6, 460, 168.96,8.04, 0.00 ,  13461198.56,24252440.18, 16863.00, 58827712.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.048085,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061652.06,8828956.72, 1625.00, 19982408.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001286,10,472,0.08,3.93,239.00,6,472,175.93,5,5,196.00, 12, 466,  168.96, 188.80, 6, 460, 170.24,8.17, 0.00 ,  13333476.22,24016388.43, 1233.00, 58798941.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,178.773244,7,42,0.04,0.23,24.00,6,42,12.00,4,3,19.50, 6, 36,  11.52, 18.00, 6, 30, 9.80,0.44, 0.00 ,  29795540.67,29785115.14, 500.00, 59989554.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.498160,18,456,0.15,3.78,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.50, 0.00 ,  7088127.06,8765358.55, 0.00, 19981557.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001652,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143093.14,26342460.53, 17077.00, 58792757.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018420,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004605.00,29984721.50, 19883.00, 59989403.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037229,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061013.47,8739904.81, 1052.00, 19982228.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.002170,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143167.14,26330809.47, 17004.00, 58774273.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.047185,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061599.12,8733025.74, 626.00, 19982328.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018222,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004555.50,29984669.50, 19759.00, 59989488.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001195,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143027.86,26318005.06, 16975.00, 58752834.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037797,22,3137,0.18,26.13,975.64,6,3137,1269.68,13,9,893.00, 6, 2957,  1198.35, 747.11, 6, 2951, 1178.86,96.71, 0.00 ,  5716085.57,8269246.14, 0.00, 19981994.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018460,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004615.00,29985060.50, 19381.00, 59989927.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001219,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143031.29,26305422.05, 16628.00, 58732878.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:39034→116.198.4.66:10602,120.037740,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061043.53,8718542.67, 590.00, 19981781.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:48294→116.196.100.177:50602,120.001247,8,460,0.07,3.83,284.50,6,460,148.84,4,4,230.00, 6, 454,  158.45, 225.50, 6, 448, 156.34,7.67, 0.00 ,  17143035.29,26292663.81, 16034.00, 58712663.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33410→114.67.254.131:50602,120.018064,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004516.00,29984583.50, 19798.00, 59989230.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.162397,11,993,0.09,8.26,916.00,543,993,121.87,7,4,889.86, 543, 987,  144.51, 849.25, 543, 981, 178.73,51.84, 0.00 ,  12016239.70,23482462.83, 523.00, 59986337.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.013759,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30003439.75,29988161.75, 15206.00, 59992348.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.016555,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004138.75,29988929.75, 15159.00, 59993079.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.002068,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000689.33,28274340.17, 14734.00, 59993812.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.001991,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000663.67,28274039.18, 15134.00, 59993978.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.003707,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40001235.67,28270071.70, 21317.00, 59994148.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.003376,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40001125.33,28274400.27, 15085.00, 59994261.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.002614,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000871.33,28274229.15, 15073.00, 59993850.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.003827,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40001275.67,28274318.48, 15351.00, 59994415.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.003327,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40001109.00,28274293.26, 15220.00, 59994331.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.002545,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000848.33,28274111.77, 15216.00, 59994040.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.004268,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40001422.67,28274242.12, 15606.00, 59994770.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,179.962926,6,36,0.03,0.20,21.00,6,36,10.25,3,3,18.00, 6, 30,  9.80, 14.00, 6, 24, 7.48,0.30, 0.00 ,  35992585.20,29374794.48, 15197.00, 59993964.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:37768→114.67.252.107:50602,120.003756,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40001252.00,28274495.50, 15077.00, 59994557.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60764→116.196.106.40:50327,120.228345,8,2274,0.07,18.91,1969.00,570,2274,536.47,0,8,0.00, 0, 0,  0.00, 1756.00, 570, 2246, 689.53,0.00, 0.00 ,  17175477.86,23511734.58, 0.00, 57820929.00,  0.00,0.00, 0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60764→116.196.106.40:50327,169.942786,6,168,0.04,0.99,98.00,28,168,47.82,0,6,0.00, 0, 0,  0.00, 74.67, 28, 140, 41.74,0.00, 0.00 ,  33988557.20,19538477.80, 10053372.00, 49946335.00,  0.00,0.00, 0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60764→116.196.106.40:50327,169.947961,6,168,0.04,0.99,98.00,28,168,47.82,0,6,0.00, 0, 0,  0.00, 74.67, 28, 140, 41.74,0.00, 0.00 ,  33989592.20,19553663.45, 10035514.00, 49966695.00,  0.00,0.00, 0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60764→116.196.106.40:50327,169.940854,6,168,0.04,0.99,98.00,28,168,47.82,0,6,0.00, 0, 0,  0.00, 74.67, 28, 140, 41.74,0.00, 0.00 ,  33988170.80,19541783.31, 10049794.00, 49949714.00,  0.00,0.00, 0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60764→116.196.106.40:50327,120.042287,5,140,0.04,1.17,84.00,28,140,39.60,0,5,0.00, 0, 0,  0.00, 61.60, 28, 112, 32.65,0.00, 0.00 ,  30010571.75,19962534.27, 10030386.00, 49976182.00,  0.00,0.00, 0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60764→116.196.106.40:50327,120.001177,5,140,0.04,1.17,84.00,28,140,39.60,0,5,0.00, 0, 0,  0.00, 61.60, 28, 112, 32.65,0.00, 0.00 ,  30000294.25,19969378.79, 10021762.00, 49978556.00,  0.00,0.00, 0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60764→116.196.106.40:50327,120.006187,5,140,0.04,1.17,84.00,28,140,39.60,0,5,0.00, 0, 0,  0.00, 61.60, 28, 112, 32.65,0.00, 0.00 ,  30001546.75,19975128.70, 10021558.00, 49983904.00,  0.00,0.00, 0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60764→116.196.106.40:50327,120.015470,5,140,0.04,1.17,84.00,28,140,39.60,0,5,0.00, 0, 0,  0.00, 61.60, 28, 112, 32.65,0.00, 0.00 ,  30003867.50,19978771.22, 10019537.00, 49996283.00,  0.00,0.00, 0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60764→116.196.106.40:50327,169.989047,6,168,0.04,0.99,98.00,28,168,47.82,0,6,0.00, 0, 0,  0.00, 74.67, 28, 140, 41.74,0.00, 0.00 ,  33997809.40,19592198.92, 9997845.00, 50007982.00,  0.00,0.00, 0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60764→116.196.106.40:50327,170.032574,6,168,0.04,0.99,98.00,28,168,47.82,0,6,0.00, 0, 0,  0.00, 74.67, 28, 140, 41.74,0.00, 0.00 ,  34006514.80,19621182.97, 9974364.00, 50033669.00,  0.00,0.00, 0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,120.207523,23,1421,0.19,11.82,1117.65,578,1421,199.28,13,10,1094.85, 578, 1415,  215.33, 1063.00, 578, 1409, 217.53,118.40, 0.00 ,  5463978.32,8647658.00, 35.00, 19982417.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,122.157193,41,5818,0.34,47.63,2591.76,54,5818,1857.73,22,19,2488.36, 54, 5786,  1855.14, 2408.11, 54, 5754, 1790.91,448.14, 0.00 ,  3053929.83,5360046.24, 0.00, 15116331.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.508199,12,1444,0.10,11.98,1019.33,549,1444,213.07,8,4,962.50, 549, 1213,  191.28, 909.25, 549, 1201, 233.80,63.90, 0.00 ,  10955290.82,22630404.88, 103.00, 59976816.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:40466→114.67.254.131:50602,120.613427,11,994,0.09,8.24,917.00,544,994,121.87,7,4,890.86, 544, 988,  144.51, 850.25, 544, 982, 178.73,51.70, 0.00 ,  12061342.70,23400381.02, 0.00, 59986170.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,121.119756,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.91, 0.00 ,  8074650.40,7526516.76, 26140.00, 15123442.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.005572,9,504,0.07,4.20,230.00,6,504,180.39,4,5,135.00, 6, 267,  123.24, 206.40, 6, 498, 183.48,4.50, 0.00 ,  15000696.50,25960292.05, 1256.00, 59971028.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:40466→114.67.254.131:50602,120.016217,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004054.25,29983880.25, 19910.00, 59988592.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
